color,condition,customerReviewAverage,customerReviewCount,description,features,longDescription,manufacturer,modelNumber,name,regularPrice,salePrice,shortDescription,sku,type,upc
Black/Red,New,4.3,38.0,,"[{'feature': 'Wild Willies Beard Boost Serum\nFights against the hormones that are keeping you from growing a healthy and beautiful beard.'}, {'feature': '1-fl. oz. capacity\nLets you grow a full beard from the start.'}, {'feature': ""Dynamic duo of beard growth\nContains biotin and caffeine that promote hair growth and boost your body's keratin production.""}, {'feature': 'Natural ingredients and topical oil\nApply hydrating and moisturizing Beard Boost Serum on your face every day to get the desired result.'}, {'feature': 'One-push spray nozzle\nProvides convenient and mess-free application.'}]","Maintain a lush, healthy-looking beard with this Wild Willies Beard Boost Serum. The special formulation includes caffeine and biotin to stimulate the growth of a thicker, fuller beard, while the convenient one-push spray nozzle enables mess-free application. This Wild Willies Beard Boost Serum works best with Beard Growth Supplement for a complete facial hair growth regimen.",Wild Willies,BBST01-0100,Wild Willies - Beard Boost Serum - Black/Red,12.99,12.99,,6430713,HardGood,852100007430
Black/Silver,New,4.6,893.0,,"[{'feature': 'Up to 2 hours of cordless shaving per full charge\nHigh-capacity lithium ion battery.'}, {'feature': 'Cleaning brush\nFor a simple hygienic design.'}, {'feature': 'Charging stand\nMakes it easy to keep the trimmer powered and ready for use.'}, {'feature': 'Storage case\nHelps keep the trimmer and accessories organized.'}, {'feature': 'Blade guard, barber comb, scissors, and more\nAllow for simple maintenance.'}]","Trim your beard and mustache effortlessly with this WAHL hair clipper kit. It contains two clippers and all the accessories you need to keep your hair groomed and attractive, and it provides two hours of use on a single charge. Charge the lithium ion battery on the WAHL hair clipper kit's included charging stand.",Wahl,79600-3301,Wahl - Lithium Pro Complete Cordless Haircut Kit - Black/Silver,74.99,74.99,,5191100,HardGood,043917101057
Black/silver,New,4.4,372.0,,"[{'feature': 'Wahl Lithium Ion All in One Trimmer\n13 individual guide combs &#8211;lithium ion total beard allows for a wide variety of cutting lengths with included guide combs. Featuring 13 Beard grooming guide combs varying in range from short stubble (1/16&#8221;) to long (1&#8221;)'}, {'feature': 'Wahl Lithium Ion All in One Trimmer\nA smooth cut every time - Wahl clippers & trimmers are available in a variety of styles to meet your home hair cutting needs. From lithium ion cordless & rechargeable clippers to heavy-duty corded models, Wahl clippers & trimmers deliver a high performance'}, {'feature': 'Wahl Lithium Ion All in One Trimmer\nColor of the bag may vary'}]","Groom yourself from head to toe with this versatile WAHL lithium-ion all-in-one trimmer. This unit, which comes with a handy storage pouch, includes three beard guides and a dual-foil shaver to make facial hair trimming easier. The WAHL lithium-ion all-in-one trimmer&#8217;s lightning-fast five-minute quick-charge feature provides a quick boost to help you complete your routine.",Wahl,9888-600,Wahl - Lithium Ion Rechargeable Trimmer - Black/silver,39.99,39.99,,5723410,HardGood,043917102290
Black/silver,New,4.6,1740.0,,"[{'feature': 'Worldwide voltage\nMakes it easy to take the device with you while you travel internationally.'}, {'feature': 'Up to 60 minutes of cordless shaving per full charge\nHigh-capacity lithium ion battery also fully charges in as little as 1 hour.'}, {'feature': 'Cleaning brush\nFor a simple hygienic design.'}, {'feature': 'Storage pouch\nHelps keep the trimmer and accessories organized.'}, {'feature': 'Full size trimmer blade\nAllows for simple maintenance. Also includes nose/ear trimming attachment.'}, {'feature': 'Trimmer\nAllows you to groom beard, moustache, ears and nose with ease.'}]","Groom your facial hair and tend your haircut with this Philips Norelco multipurpose trimmer. Three hair trimming guards, three beard trimming guards and a stubble guard help you get exactly the look you want, and the tempered steel blades stay sharp. The lithium-ion batteries in this Philips Norelco multipurpose trimmer last an hour for extended grooming sessions.",Philips Norelco,MG3750/60,"Philips Norelco - Multigroom 3000 Beard, Moustache, Ear and Nose Trimmer - Black/silver",20.99,17.99,,5723502,HardGood,075020059307
Black/Silver,New,4.6,1501.0,,"[{'feature': 'All-in-one trimmer\nFor your face, head, and body styling: 18 pieces for all your trimming needs.'}, {'feature': ""Delivers maximum torque and power\nThe trimmer includes a full-metal motor and drive train that's been reinforced with tempered steel.""}, {'feature': 'Maximum precision with DualCut technology\nIncludes 2x more self-sharpening blades that remain sharp after 3 years of use.'}, {'feature': 'Unique cutting guards\nReinforced with ultra-strong fiberglass material to prevent bending and buckling, ensuring an even trim every time.'}, {'feature': 'Lithium battery\nDelivers up to 3 hours of cordless run time. Use while plugged in for continuous use.'}]","Shape your beard or clip your hair with this versatile Philips Norelco Multigroom Series 5000 trimmer. Equipped with DualCut technology, this unit incorporates twice as many blades for a more efficient cutting experience. Use this Philips Norelco Multigroom Series 5000 trimmer for up to three straight hours before recharging the unit's powerful lithium-ion battery.",Philips Norelco,MG5750/49,Philips Norelco - Multigroom 5000 Trimmer - Black/Silver,45.99,30.99,,5821700,HardGood,075020063441
Black/Silver,New,4.5,162.0,,"[{'feature': '3 guide combs and 40 adjustable lengths\nEnsure even cutting at different lengths with 3 combs and adjustable zoom wheel with lock in lengths at 1/128 inch (0.2 mm) increments.'}, {'feature': 'Lithium ion battery\nFully charges in 1 hour and provides up to 90 minutes of cordless use per full charge.'}, {'feature': 'Self-sharpening steel blades for durable performance\nDualCut blades with 2x more blades for a fast and even one-pass trim for your beard or hair.'}, {'feature': 'Lift & Trim system\nCaptures low-lying hairs, and rounded combs trim at an even length.'}]","Enhance your appearance with this Philips Norelco beard and head trimmer. Specifically made to provide an even trim from any angle, this trimmer produces convenient, quick results. This Philips Norelco beard and head trimmer has three attachment guards and 40 adjustable lengths, making it easy to customize to your exact needs.",Philips Norelco,BT5511/49,Philips Norelco - 5000 Series Hair Trimmer - Black/Silver,49.99,49.99,,6317110,HardGood,075020080981
Black/Silver,New,4.3,20.0,,"[{'feature': 'Six weight increments\nThis dumbbell set can be adjusted between 10, 15, 20, 25, 30, 35 and 40 lbs. for different strength-building or crossfit workouts.'}, {'feature': 'Smooth selector system\nTo add weight to the kettlebell, slide a weight plate into the lowest open slot. Continue to add the desired number of weight plates to the kettlebell, working from the lowest open slot upward.'}, {'feature': 'Wide handle\nEnjoy increased grip control as you exercise with this convenient wide handle design.'}]","Work a variety of different muscles effectively with this NordicTrack 40-lb. adjustable kettlebell. The adjustable design lets you customize your workouts to the exercise for added versatility. This NordicTrack 40-lb. adjustable kettlebell features a sturdy handle for a solid grip, while the wide design lets you use one or both hands as needed.",NordicTrack,NTAKB4018,NordicTrack - 40 lb. Adjustable Kettlebell - Black/Silver,139.99,139.99,,6343464,HardGood,043619752632
Black/Silver,New,4.6,14.0,,"[{'feature': 'Up to 3 hours of cordless shaving per full charge\nLithium ion battery also fully charges in 60 minutes.'}, {'feature': '13 Guide Combs\nEnsure even cutting at different lengths.'}, {'feature': 'Cleaning brush\nFor a simple hygienic design.'}]","Maintain a neat beard at home or while traveling with this Wahl Lithium Ion total beard trimmer. Adjustable trim settings allow you to find the ideal length for the look you want, and to provide a close shave without irritation. This versatile Wahl Lithium Ion total beard trimmer makes an ideal full-body grooming tool.",Wahl,09854-2401,Wahl - Trimmer with 13 Guide Combs - Black/Silver,29.99,29.99,"Encuentra los mejores productos en Rasuradoras y depiladoras para que cuides de ti con Wahl - Cortadora Y Detalladora Ion Litio, exclusividad y calidad que solo Best Buy puede darte.",6370644,HardGood,043917102306
Black/Silver,New,4.4,149.0,,"[{'feature': ""Washable design simplifies cleanup\nSimply place the shaver head under the faucet after you're finished.""}, {'feature': 'Up to 50 minutes of cordless shaving per full charge\nLithium battery also fully charges in 1 hour.'}, {'feature': '2 Guide Combs\nEnsure even cutting at different lengths.'}]","Trim nose, eyebrow and ear hairs efficiently with this Philips Norelco nose trimmer. The ProtecTube technology safeguards the skin against irritation and prevents pulling, while the angled design allows easy access to tight, narrow areas. This rechargeable Philips Norelco nose trimmer is washable for easy maintenance and includes linear, rotary and detail trimmer attachments for a customized cut.",Philips Norelco,NT5600/42US,Philips Norelco - Nose Trimmer - Black/Silver,19.99,17.99,,6384517,HardGood,075020086952
Black/Silver,New,4.7,111.0,,"[{'feature': 'High Performance Multi-Use Nose Hair Trimmer with Vaccum Cleaning System Wet Dry\nYou can shave dry or use water, foam or gel for an even better gliding and a smoother skin feeling.'}, {'feature': ""Washable design simplifies cleanup\nSimply place the shaver head under the faucet after you're finished.""}, {'feature': 'Battery operated\nSo your clipper is always ready to use (2 AAA batteries required).'}]","Get rid of undesirable facial hair with this Panasonic multi-use trimmer. The dual-edged stainless steel blades allow neat trimming of nose and ear hair, while a vacuum system helps eliminate any mess by sucking up hair particles as you trim. This Panasonic multi-use trimmer is battery-powered, making it ideal for travel, and water-resistant for use in the shower.",Panasonic,ER-GN70-K,Panasonic - Men's Ear and Nose Hair Trimmer with Vacuum Cleaning System - Wet/Dry - Black/Silver,44.99,44.99,,6402571,HardGood,885170331754
